|Company|Product|TypeName|Inches|Ram|OS|Weight|Price_euros|Screen|ScreenW|ScreenH|Touchscreen|IPSpanel|RetinaDisplay|CPU_company|CPU_freq|CPU_model|PrimaryStorage|SecondaryStorage|PrimaryStorageType|SecondaryStorageType|GPU_company|GPU_model
652|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.2|1449.9|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
653|MSI|GL62M 7REX|Gaming|15.6|8|Windows 10|2.2|1191.8|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
654|HP|250 G6|Notebook|15.6|4|No OS|1.86|364.9|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
655|Toshiba|Tecra A50-D-11M|Notebook|15.6|8|Windows 10|2.0|1064.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
656|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.2|919.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|AMD|Radeon 530
657|Dell|Inspiron 5570|Notebook|15.6|16|Windows 10|2.2|1135.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|2048|SSD|HDD|AMD|Radeon 530
658|Lenovo|IdeaPad Y700-15ISK|Gaming|15.6|8|Windows 10|3.31|1196.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 960
659|Dell|Alienware 17|Gaming|17.3|32|Windows 10|4.42|3147.37|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.8|Core i7 7700HQ|512|1024|SSD|HDD|Nvidia|GeForce GTX 1070
660|Dell|Latitude E7470|Notebook|14.0|8|Windows 10|1.56|1229.0|Full HD|1920|1080|No|No|No|Intel|2.4|Core i5 6300U|256|0|SSD|No|Intel|HD Graphics 520
661|Lenovo|Ideapad 320-15IAP|Notebook|15.6|4|Windows 10|2.2|419.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|500|0|HDD|No|Intel|HD Graphics 500
662|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|4|Windows 10|2.2|535.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|500|0|HDD|No|Intel|HD Graphics 520
663|HP|15-ay047nv (i3-6006U/6GB/1TB/Radeon|Notebook|15.6|6|Windows 10|2.04|539.0|Standard|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|AMD|Radeon R5 M430
664|MSI|GP72VR Leopard|Gaming|17.3|8|Windows 10|2.7|1486.77|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
665|Toshiba|Satellite Pro|Notebook|15.6|4|Windows 10|2.1|498.0|Standard|1366|768|No|No|No|Intel|2.1|Core i3 6100U|128|0|SSD|No|Intel|HD Graphics 520
666|Dell|Latitude 3580|Notebook|15.6|8|Windows 10|2.06|955.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
667|HP|15-bs012nv (i7-7500U/8GB/1TB/Radeon|Notebook|15.6|8|Windows 10|2.1|745.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|AMD|Radeon 530
668|Toshiba|Tecra Z50-D-10E|Notebook|15.6|8|Windows 10|2.0|1258.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
669|Acer|Aspire 3|Notebook|15.6|4|Linux|2.1|412.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
670|Microsoft|Surface Laptop|Ultrabook|13.5|8|Windows 10 S|1.252|1867.85|Standard|2256|1504|Yes|No|No|Intel|2.8|Core i7 7600U|256|0|SSD|No|Intel|Iris Plus Graphics 640
671|Lenovo|V310-15ISK (i5-7200U/8GB/1TB|Notebook|15.6|8|Windows 10|1.9|817.95|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|128|1024|SSD|HDD|AMD|Radeon R5 M430
672|Lenovo|Yoga 720-13IKB|2 in 1 Convertible|13.3|8|Windows 10|1.3|1034.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
673|Lenovo|IdeaPad 320-15AST|Notebook|15.6|4|Windows 10|2.2|349.0|Standard|1366|768|No|No|No|AMD|2.2|E-Series E2-9000|128|0|SSD|No|AMD|Radeon R2 Graphics
674|HP|Pavilion X360|2 in 1 Convertible|14.0|4|Windows 10|1.63|699.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.4|Core i3 7100U|128|0|SSD|No|Nvidia|GeForce 940MX
675|MSI|GP62 7RDX|Gaming|15.6|16|Windows 10|2.4|1294.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050
676|Asus|Zenbook 3|Ultrabook|14.0|8|Windows 10|1.1|1135.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
677|HP|Chromebook X360|2 in 1 Convertible|11.6|8|Chrome OS|1.4|495.0|Standard|1366|768|Yes|No|No|Intel|1.1|Celeron Dual Core N3350|64|0|Flash Storage|No|Intel|HD Graphics 500
678|LG|Gram 15Z975|Ultrabook|15.6|8|Windows 10|1.09|2299.0|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|HD Graphics 620
679|Acer|Aspire VX5-591G|Gaming|15.6|16|Windows 10|2.5|1299.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050 Ti
680|MSI|GV62M 7RD|Gaming|15.6|8|Windows 10|2.2|997.9|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
681|Asus|L502NA-GO052T (N3350/4GB/128GB/W10)|Notebook|15.6|4|Windows 10|1.86|419.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|128|0|SSD|No|Intel|HD Graphics 500
682|Dell|Alienware 15|Gaming|15.6|16|Windows 10|3.21|2051.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
683|HP|17-bs000nv I3|Notebook|17.3|4|Windows 10|2.5|699.0|Full HD|1920|1080|No|Yes|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|AMD|Radeon R5 520
684|Lenovo|Yoga 730|2 in 1 Convertible|13.3|8|Windows 10|1.19|1499.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
685|Dell|Alienware 15|Gaming|15.6|16|Windows 10|3.49|2813.75|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HK|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
686|HP|250 G6|Notebook|15.6|4|Windows 10|1.86|612.61|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|AMD|Radeon 520
687|Dell|Inspiron 3567|Notebook|15.6|4|Windows 10|2.2|545.67|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|AMD|Radeon R5 M430
688|HP|17-Y002nv (A10-9600P/6GB/2TB/Radeon|Notebook|17.3|6|Windows 10|2.65|569.0|Full HD|1920|1080|No|Yes|No|AMD|2.4|A10-Series 9600P|2048|0|HDD|No|AMD|Radeon R7 M440
689|Lenovo|V110-15ISK (3855U/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.1|318.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core 3855U|500|0|HDD|No|Intel|HD Graphics 510
690|Acer|Chromebook 14|Notebook|14.0|4|Chrome OS|1.45|375.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core 3855U|32|0|Flash Storage|No|Intel|HD Graphics 510
691|Lenovo|IdeaPad 520s-14IKB|Notebook|14.0|4|Windows 10|1.7|699.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
692|HP|ZBook 17|Workstation|17.3|8|Windows 10|3.14|1907.99|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|500|0|HDD|No|Nvidia|Quadro M1200
693|Lenovo|ThinkPad X1|2 in 1 Convertible|14.0|8|Windows 10|1.42|2590.0|Standard|2560|1440|Yes|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
694|Toshiba|Satellite Pro|Notebook|13.3|8|Windows 10|1.5|973.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
695|Acer|TravelMate B117-M|Netbook|11.6|4|Windows 10|1.4|269.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3050|32|0|Flash Storage|No|Intel|HD Graphics
696|Lenovo|Yoga 910-13IKB|2 in 1 Convertible|14.0|16|Windows 10|1.38|1749.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
697|Asus|Chromebook Flip|2 in 1 Convertible|12.5|4|Chrome OS|1.2|669.0|Full HD|1920|1080|Yes|No|No|Intel|0.9|Core M M3-6Y30|64|0|Flash Storage|No|Intel|HD Graphics 515
698|Toshiba|Portege Z30T-C-133|Ultrabook|13.3|16|Windows 10|1.36|1877.0|Full HD|1920|1080|Yes|No|No|Intel|2.5|Core i7 6500U|512|0|SSD|No|Intel|HD Graphics 520
699|HP|15-bs011nv (i7-7500U/4GB/500GB/Radeon|Notebook|15.6|4|Windows 10|2.1|689.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|500|0|HDD|No|AMD|Radeon 530
700|Dell|Inspiron 5577|Gaming|15.6|8|Windows 10|2.56|819.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
701|Lenovo|IdeaPad 320-15AST|Notebook|15.6|4|Windows 10|2.2|399.0|Full HD|1920|1080|No|No|No|AMD|2.9|A9-Series 9420|256|0|SSD|No|AMD|Radeon 530
702|Lenovo|IdeaPad 320-15ABR|Notebook|15.6|8|Windows 10|2.2|429.0|Standard|1366|768|No|No|No|AMD|3.6|A12-Series 9720P|1024|0|HDD|No|AMD|Radeon R7
703|Lenovo|V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)|Notebook|15.6|4|Windows 10|2.1|621.45|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|1024|HDD|HDD|Intel|HD Graphics 620
704|Lenovo|V310-15ISK (i3-6006U/4GB/500GB/No|Notebook|15.6|4|No OS|1.9|450.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
705|Dell|Vostro 5568|Notebook|15.6|8|Windows 10|2.18|795.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
706|Acer|Spin 5|2 in 1 Convertible|13.3|8|Windows 10|1.6|999.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Intel|UHD Graphics 620
707|Lenovo|ThinkPad P51s|Workstation|15.6|16|Windows 7|2.18|1855.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|512|0|SSD|No|Nvidia|Quadro M520M
708|Lenovo|Thinkpad T460p|Notebook|14.0|8|Windows 10|1.8|1191.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6300HQ|256|0|SSD|No|Intel|HD Graphics 520
709|HP|17-ak002nv (A10-9620P/6GB/2TB/Radeon|Notebook|17.3|6|Windows 10|2.71|655.01|Full HD|1920|1080|No|Yes|No|AMD|2.5|A10-Series 9620P|2048|0|HDD|No|AMD|Radeon 530
710|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|Windows 10|2.5|1249.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
711|Dell|Latitude 5480|Notebook|14.0|8|Linux|1.64|1089.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i5 7440HQ|256|0|SSD|No|Nvidia|GeForce 930MX
712|Dell|Vostro 5568|Notebook|15.6|8|Linux|1.98|726.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
713|Asus|VivoBook E403NA|Notebook|14.0|4|Windows 10|1.5|298.0|Full HD|1920|1080|No|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
714|Dell|Latitude 5580|Notebook|15.6|16|Windows 10|1.93|1426.66|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 7300U|512|0|SSD|No|Intel|HD Graphics 620
715|Lenovo|Thinkpad E470|Notebook|14.0|8|Windows 10|1.87|857.07|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 920MX
716|Dell|Latitude 5580|Notebook|15.6|8|Windows 10|1.9|1179.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 7300U|256|0|SSD|No|Intel|HD Graphics 620
717|Lenovo|110-15ACL (A6-7310/4GB/500GB/W10)|Notebook|15.6|4|Windows 10|2.19|298.0|Standard|1366|768|No|No|No|AMD|2.0|A6-Series 7310|500|0|HDD|No|AMD|Radeon R4
718|Mediacom|Smartbook 142|Notebook|14.0|4|Windows 10|1.4|265.0|Full HD|1920|1200|No|Yes|No|Intel|1.92|Atom Z8350|32|0|HDD|No|Intel|HD Graphics 400
719|HP|ProBook 470|Notebook|17.3|8|Windows 10|2.63|1200.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Nvidia|GeForce 930MX
720|Lenovo|ThinkPad X1|Ultrabook|14.0|8|Windows 10|1.17|1686.64|Quad HD+|2560|1440|No|Yes|No|Intel|2.5|Core i7 6500U|512|0|SSD|No|Intel|HD Graphics 520
721|HP|Pavilion X360|2 in 1 Convertible|13.3|8|Windows 10|1.58|836.6|Standard|1366|768|Yes|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
722|Lenovo|ThinkPad T470s|Ultrabook|14.0|8|Windows 10|1.32|1499.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
723|Dell|Alienware 17|Gaming|17.3|32|Windows 10|4.36|3659.4|4K Ultra HD|3840|2160|No|No|No|Intel|2.8|Core i7 7700HQ|1024|1024|SSD|HDD|Nvidia|GeForce GTX 1070
724|MSI|GL72M 7REX|Gaming|17.3|8|Windows 10|2.7|1348.48|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
725|Lenovo|V310-15IKB (i5-7200U/4GB/1TB/No|Notebook|15.6|4|No OS|1.9|489.9|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
726|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.2|719.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|128|1024|SSD|HDD|AMD|Radeon 530
727|Dell|Inspiron 5378|2 in 1 Convertible|13.3|4|Windows 10|1.71|649.0|Full HD|1920|1080|Yes|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Intel|HD Graphics 620
728|Dell|Inspiron 5567|Notebook|15.6|8|Linux|2.32|589.52|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|AMD|Radeon R7 M445
729|HP|15-BW037na (A9-9420/4GB/1TB/Radeon|Notebook|15.6|4|Windows 10|2.1|489.0|Full HD|1920|1080|No|No|No|AMD|3.0|A9-Series 9420|1024|0|HDD|No|AMD|Radeon 520
730|Acer|Predator 17|Gaming|17.3|16|Windows 10|4.2|1935.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
731|Dell|Inspiron 3567|Notebook|15.6|12|Windows 10|2.25|649.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
732|HP|15-BW091ND (A9-9420/6GB/1TB|Notebook|15.6|6|Windows 10|2.1|650.0|Full HD|1920|1080|No|No|No|AMD|3.0|A9-Series A9-9420|128|1024|SSD|HDD|AMD|Radeon 520
733|Acer|Extensa EX2540-58KR|Notebook|15.6|4|Windows 10|2.4|559.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|500|0|HDD|No|Intel|HD Graphics 620
734|Lenovo|ThinkPad 13|Notebook|13.3|8|Windows 10|1.44|960.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
735|Lenovo|V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)|Notebook|15.6|4|Windows 10|1.85|779.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|1024|0|HDD|No|Intel|HD Graphics 620
736|HP|ZBook 15|Workstation|15.6|16|Windows 10|2.6|2419.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|Quadro M2200
737|Dell|Inspiron 5379|2 in 1 Convertible|13.3|8|Windows 10|1.55|659.0|Full HD|1920|1080|Yes|No|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Intel|UHD Graphics 620
738|MSI|GS63VR 7RF|Gaming|15.6|16|Windows 10|1.8|2094.48|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1060
739|Acer|Aspire ES1-572|Notebook|15.6|4|Windows 10|2.4|410.8|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
740|Dell|Inspiron 7560|Notebook|15.6|8|Windows 10|2.0|1207.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|128|1024|SSD|HDD|Nvidia|GeForce 940MX
741|Dell|Vostro 3568|Notebook|15.6|8|Windows 10|2.0|665.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|Intel|HD Graphics 520
742|Toshiba|Tecra X40-D-10G|Notebook|14.0|8|Windows 10|1.25|1535.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
743|Lenovo|Flex 5|2 in 1 Convertible|14.0|8|Windows 10|1.7|999.0|Full HD|1920|1080|Yes|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
744|Lenovo|Thinkpad P51s|Workstation|15.6|16|Windows 10|2.5|3299.0|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.8|Core i7 7600U|1024|0|SSD|No|Nvidia|Quadro M520M
745|Acer|Chromebook 14|Notebook|14.0|2|Chrome OS|1.68|330.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|32|0|Flash Storage|No|Intel|HD Graphics 400
746|Samsung|Notebook 9|Ultrabook|13.3|16|Windows 10|0.81|1649.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
747|HP|250 G6|Notebook|15.6|8|Windows 10|1.86|539.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|Intel|HD Graphics 520
748|Dell|Latitude 5480|Notebook|14.0|8|Windows 10|1.6|1126.71|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
749|HP|Zbook 17|Workstation|17.3|16|Windows 7|3.0|4389.0|Full HD|1920|1080|No|Yes|No|Intel|2.9|Xeon E3-1535M v5|256|0|SSD|No|Nvidia|Quadro M2000M
750|Lenovo|N23 (N3060/4GB/128GB/W10)|Netbook|11.6|4|Windows 10|1.4|475.0|Standard|1366|768|Yes|No|No|Intel|1.6|Celeron Dual Core N3060|128|0|SSD|No|Intel|HD Graphics 400
751|HP|EliteBook 850|Notebook|15.6|8|Windows 10|1.84|1900.0|Full HD|1920|1080|No|No|No|Intel|2.4|Core i5 6300U|256|0|SSD|No|Intel|HD Graphics 520
752|Asus|X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce|Notebook|15.6|4|No OS|2.45|579.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6300HQ|1024|0|HDD|No|Nvidia|GeForce GTX 950M
753|Lenovo|Thinkpad T460|Ultrabook|14.0|4|Windows 10|1.7|1096.0|Full HD|1920|1080|No|No|No|Intel|2.3|Core i5 6200U|180|0|SSD|No|Intel|HD Graphics 520
754|Asus|Pro P2540UA-XO0192R|Notebook|15.6|4|Windows 10|2.37|849.9|Standard|1366|768|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
755|Lenovo|Yoga 900-13ISK|2 in 1 Convertible|13.3|8|Windows 10|1.3|1199.0|Quad HD+|3200|1800|Yes|Yes|No|Intel|1.8|Core i5 6260U|256|0|SSD|No|Intel|HD Graphics 540
756|HP|15-cb003na (i5-7300HQ/8GB/1TB|Notebook|15.6|8|Windows 10|2.2|1099.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
757|HP|ZBook 15|Workstation|15.6|8|Windows 7|2.59|1561.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i7 6700HQ|256|0|SSD|No|Nvidia|Quadro M1000M
758|Dell|Alienware 17|Gaming|15.6|16|Windows 10|4.42|2868.99|4K Ultra HD|3840|2160|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
759|Acer|Aspire 3|Notebook|15.6|4|Windows 10|2.1|599.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
760|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|Windows 10|2.5|1048.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
761|Dell|Latitude 7280|Ultrabook|12.5|16|Windows 10|1.18|1859.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7600U|256|0|SSD|No|Intel|HD Graphics 620
762|Google|Pixelbook (Core|Ultrabook|12.3|8|Chrome OS|1.1|1559.0|Standard|2400|1600|Yes|No|No|Intel|1.2|Core i5 7Y57|256|0|SSD|No|Intel|HD Graphics 615
763|Asus|Zenbook UX330UA-AH5Q|Ultrabook|13.3|8|Windows 10|1.2|1129.0|Quad HD+|3200|1800|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
764|Dell|Latitude 3380|Notebook|13.3|4|Windows 10|1.65|849.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
765|Acer|TravelMate P238-M|Notebook|13.3|4|Windows 10|1.6|655.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
766|Asus|X751NV-TY001 (N4200/4GB/1TB/GeForce|Notebook|17.3|4|Windows 10|2.8|470.34|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|1024|0|HDD|No|Nvidia|GeForce 920MX
767|Dell|Inspiron 7559|Gaming|15.6|16|Windows 10|2.72|1099.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|2.6|Core i7 6700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 960M
768|Samsung|Notebook 9|Ultrabook|13.3|8|Windows 10|1.31|1599.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
769|Acer|Aspire A315-31|Notebook|15.6|4|Linux|2.1|298.0|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|1024|0|HDD|No|Intel|HD Graphics 505
770|Dell|Inspiron 5567|Notebook|15.6|16|Windows 10|2.3|1181.27|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|AMD|Radeon R7 M445
771|Samsung|Notebook 9|2 in 1 Convertible|15.0|16|Windows 10|1.71|1799.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|AMD|Radeon 540
772|Toshiba|Tecra A40-C-1E5|Notebook|14.0|4|Windows 10|1.75|1020.0|Standard|1366|768|No|Yes|No|Intel|2.3|Core i5 6200U|128|0|SSD|No|Intel|HD Graphics 520
773|Dell|Inspiron 7567|Gaming|15.6|8|Windows 10|2.62|1099.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
774|HP|EliteBook 820|Ultrabook|12.5|4|Windows 10|1.26|1244.0|Standard|1366|768|No|No|No|Intel|2.3|Core i5 6200U|256|0|SSD|No|Intel|HD Graphics 520
775|Asus|Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce|2 in 1 Convertible|15.6|12|Windows 10|2.3|839.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|2048|0|HDD|No|Nvidia|GeForce 940MX
776|Lenovo|Thinkpad P50|Notebook|15.6|16|Windows 7|2.5|2370.0|4K Ultra HD|3840|2160|No|No|No|Intel|2.7|Core i7 6820HQ|512|0|SSD|No|Nvidia|Quadro M2000M
777|Acer|Swift 3|Notebook|14.0|4|Windows 10|1.8|636.0|Full HD|1920|1080|No|Yes|No|Intel|2.4|Core i3 7100U|128|0|SSD|No|Intel|HD Graphics 620
778|Razer|Blade Pro|Gaming|14.0|16|Windows 10|1.95|2899.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1060
779|Asus|Vivobook Max|Notebook|15.6|8|Windows 10|2.0|581.9|Standard|1920|1080|No|No|No|Intel|1.1|Pentium Dual Core N4200|128|0|SSD|No|Intel|HD Graphics 505
780|Dell|Alienware 17|Gaming|17.3|32|Windows 10|4.42|3588.8|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|1024|1024|SSD|HDD|Nvidia|GeForce GTX 1070M
781|Asus|Rog G752VS-BA171T|Gaming|17.3|16|Windows 10|4.3|2350.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
782|Toshiba|Tecra Z40-C-161|Ultrabook|14.0|16|Windows 10|1.47|1764.0|Full HD|1920|1080|No|Yes|No|Intel|2.6|Core i7 6600U|512|0|SSD|No|Nvidia|GeForce 930M
783|Lenovo|IdeaPad 110-15IBR|Notebook|15.6|8|No OS|2.2|329.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Quad Core N3710|1024|0|HDD|No|Intel|HD Graphics 405
